name,street_address,google_map,review_count,phone,restaurant_type,price_range,restaurant_main_type,latitude,longitude,review_type,review_score
Sarabeth's East,"1295 Madison Avenue New York, NY  10128",//www.google.com/maps/search/?api=1&query=40.7845480%2C-73.956095,690,(212) 410-7335,American,$30 and under,American,40.7847977,-73.9556597,food_review,4.2
Sarabeth's East,"1295 Madison Avenue New York, NY  10128",//www.google.com/maps/search/?api=1&query=40.7845480%2C-73.956095,690,(212) 410-7335,American,$30 and under,American,40.7847977,-73.9556597,service_review,4.2
Sarabeth's East,"1295 Madison Avenue New York, NY  10128",//www.google.com/maps/search/?api=1&query=40.7845480%2C-73.956095,690,(212) 410-7335,American,$30 and under,American,40.7847977,-73.9556597,ambience_review,4.1
Sarabeth's East,"1295 Madison Avenue New York, NY  10128",//www.google.com/maps/search/?api=1&query=40.7845480%2C-73.956095,690,(212) 410-7335,American,$30 and under,American,40.7847977,-73.9556597,value_review,3.8
The Capital Grille - NY – Chrysler Center,"155 E 42nd Street Located in the Trylon Towers of The Chrysler Center New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7513190%2C-73.974901,3491,(212) 953-2000,Steakhouse,$50 and over,Steakhouse,40.7511656,-73.9748837,average_review,4.73491
The Capital Grille - NY – Chrysler Center,"155 E 42nd Street Located in the Trylon Towers of The Chrysler Center New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7513190%2C-73.974901,3491,(212) 953-2000,Steakhouse,$50 and over,Steakhouse,40.7511656,-73.9748837,food_review,4.7
The Capital Grille - NY – Chrysler Center,"155 E 42nd Street Located in the Trylon Towers of The Chrysler Center New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7513190%2C-73.974901,3491,(212) 953-2000,Steakhouse,$50 and over,Steakhouse,40.7511656,-73.9748837,service_review,4.7
The Capital Grille - NY – Chrysler Center,"155 E 42nd Street Located in the Trylon Towers of The Chrysler Center New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7513190%2C-73.974901,3491,(212) 953-2000,Steakhouse,$50 and over,Steakhouse,40.7511656,-73.9748837,ambience_review,4.6
The Capital Grille - NY – Chrysler Center,"155 E 42nd Street Located in the Trylon Towers of The Chrysler Center New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7513190%2C-73.974901,3491,(212) 953-2000,Steakhouse,$50 and over,Steakhouse,40.7511656,-73.9748837,value_review,4.2
Hunt & Fish Club NYC,"125 West 44th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7567930%2C-73.984254,1075,(212) 575-4949,Steakhouse,$50 and over,Steakhouse,40.7568129,-73.984243,average_review,4.61075
Hunt & Fish Club NYC,"125 West 44th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7567930%2C-73.984254,1075,(212) 575-4949,Steakhouse,$50 and over,Steakhouse,40.7568129,-73.984243,food_review,4.6
Hunt & Fish Club NYC,"125 West 44th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7567930%2C-73.984254,1075,(212) 575-4949,Steakhouse,$50 and over,Steakhouse,40.7568129,-73.984243,service_review,4.5
Hunt & Fish Club NYC,"125 West 44th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7567930%2C-73.984254,1075,(212) 575-4949,Steakhouse,$50 and over,Steakhouse,40.7568129,-73.984243,ambience_review,4.5
Hunt & Fish Club NYC,"125 West 44th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7567930%2C-73.984254,1075,(212) 575-4949,Steakhouse,$50 and over,Steakhouse,40.7568129,-73.984243,value_review,4
Ammos Estiatorio,"52 Vanderbilt Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7542670%2C-73.977181,3773,(212) 922-9999,Seafood,$31 to $50,Seafood,40.7543343,-73.9773555,average_review,4.63773
Ammos Estiatorio,"52 Vanderbilt Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7542670%2C-73.977181,3773,(212) 922-9999,Seafood,$31 to $50,Seafood,40.7543343,-73.9773555,food_review,4.5
Ammos Estiatorio,"52 Vanderbilt Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7542670%2C-73.977181,3773,(212) 922-9999,Seafood,$31 to $50,Seafood,40.7543343,-73.9773555,service_review,4.5
Ammos Estiatorio,"52 Vanderbilt Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7542670%2C-73.977181,3773,(212) 922-9999,Seafood,$31 to $50,Seafood,40.7543343,-73.9773555,ambience_review,4.4
Ammos Estiatorio,"52 Vanderbilt Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7542670%2C-73.977181,3773,(212) 922-9999,Seafood,$31 to $50,Seafood,40.7543343,-73.9773555,value_review,4.2
T-BAR Steak & Lounge (Upper East Side),"1278 3rd Avenue New York, NY  10028",//www.google.com/maps/search/?api=1&query=40.7710000%2C-73.96,1270,(212) 772-0404,Steakhouse,$31 to $50,Steakhouse,40.7707731,-73.9600923,average_review,4.6127
T-BAR Steak & Lounge (Upper East Side),"1278 3rd Avenue New York, NY  10028",//www.google.com/maps/search/?api=1&query=40.7710000%2C-73.96,1270,(212) 772-0404,Steakhouse,$31 to $50,Steakhouse,40.7707731,-73.9600923,food_review,4.5
T-BAR Steak & Lounge (Upper East Side),"1278 3rd Avenue New York, NY  10028",//www.google.com/maps/search/?api=1&query=40.7710000%2C-73.96,1270,(212) 772-0404,Steakhouse,$31 to $50,Steakhouse,40.7707731,-73.9600923,service_review,4.4
T-BAR Steak & Lounge (Upper East Side),"1278 3rd Avenue New York, NY  10028",//www.google.com/maps/search/?api=1&query=40.7710000%2C-73.96,1270,(212) 772-0404,Steakhouse,$31 to $50,Steakhouse,40.7707731,-73.9600923,ambience_review,4.3
T-BAR Steak & Lounge (Upper East Side),"1278 3rd Avenue New York, NY  10028",//www.google.com/maps/search/?api=1&query=40.7710000%2C-73.96,1270,(212) 772-0404,Steakhouse,$31 to $50,Steakhouse,40.7707731,-73.9600923,value_review,4.1
Bocca di Bacco (Hell's Kitchen - 54th St.),"828 9th Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7661560%2C-73.986752,1627,(212) 265-8828,Italian,$30 and under,Italian,40.7661302,-73.9867853,average_review,4.61627
Bocca di Bacco (Hell's Kitchen - 54th St.),"828 9th Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7661560%2C-73.986752,1627,(212) 265-8828,Italian,$30 and under,Italian,40.7661302,-73.9867853,food_review,4.6
Bocca di Bacco (Hell's Kitchen - 54th St.),"828 9th Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7661560%2C-73.986752,1627,(212) 265-8828,Italian,$30 and under,Italian,40.7661302,-73.9867853,service_review,4.5
Bocca di Bacco (Hell's Kitchen - 54th St.),"828 9th Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7661560%2C-73.986752,1627,(212) 265-8828,Italian,$30 and under,Italian,40.7661302,-73.9867853,ambience_review,4.4
Bocca di Bacco (Hell's Kitchen - 54th St.),"828 9th Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7661560%2C-73.986752,1627,(212) 265-8828,Italian,$30 and under,Italian,40.7661302,-73.9867853,value_review,4.3
The Clocktower,"5 Madison Ave. New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7411290%2C-73.98777,1019,(212) 413-4300,English,$50 and over,Other Europe,40.7412504,-73.9875224,average_review,4.51019
The Clocktower,"5 Madison Ave. New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7411290%2C-73.98777,1019,(212) 413-4300,English,$50 and over,Other Europe,40.7412504,-73.9875224,food_review,4.4
The Clocktower,"5 Madison Ave. New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7411290%2C-73.98777,1019,(212) 413-4300,English,$50 and over,Other Europe,40.7412504,-73.9875224,service_review,4.3
The Clocktower,"5 Madison Ave. New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7411290%2C-73.98777,1019,(212) 413-4300,English,$50 and over,Other Europe,40.7412504,-73.9875224,ambience_review,4.5
The Clocktower,"5 Madison Ave. New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7411290%2C-73.98777,1019,(212) 413-4300,English,$50 and over,Other Europe,40.7412504,-73.9875224,value_review,3.8
Masseria dei Vini,"887-889 9th Ave. New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7684920%2C-73.985762,1190,(212) 315-2888,Italian,$31 to $50,Italian,40.7684477,-73.9857048,average_review,4.6119
Masseria dei Vini,"887-889 9th Ave. New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7684920%2C-73.985762,1190,(212) 315-2888,Italian,$31 to $50,Italian,40.7684477,-73.9857048,food_review,4.6
Masseria dei Vini,"887-889 9th Ave. New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7684920%2C-73.985762,1190,(212) 315-2888,Italian,$31 to $50,Italian,40.7684477,-73.9857048,service_review,4.6
Masseria dei Vini,"887-889 9th Ave. New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7684920%2C-73.985762,1190,(212) 315-2888,Italian,$31 to $50,Italian,40.7684477,-73.9857048,ambience_review,4.4
Masseria dei Vini,"887-889 9th Ave. New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7684920%2C-73.985762,1190,(212) 315-2888,Italian,$31 to $50,Italian,40.7684477,-73.9857048,value_review,4.1
Lexington Brass,"517 Lexington Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7552470%2C-73.972979,1089,(212) 392-5976,American,$31 to $50,American,40.7553,-73.9728788,average_review,4.51089
Lexington Brass,"517 Lexington Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7552470%2C-73.972979,1089,(212) 392-5976,American,$31 to $50,American,40.7553,-73.9728788,food_review,4.4
Lexington Brass,"517 Lexington Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7552470%2C-73.972979,1089,(212) 392-5976,American,$31 to $50,American,40.7553,-73.9728788,service_review,4.2
Lexington Brass,"517 Lexington Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7552470%2C-73.972979,1089,(212) 392-5976,American,$31 to $50,American,40.7553,-73.9728788,ambience_review,4.2
Lexington Brass,"517 Lexington Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7552470%2C-73.972979,1089,(212) 392-5976,American,$31 to $50,American,40.7553,-73.9728788,value_review,3.9
Serra by Birreria,"200 Fifth Avenue New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7420200%2C-73.989927,1296,(212) 937-8910,Italian,$30 and under,Italian,40.7419931,-73.9899357,average_review,4.21296
Serra by Birreria,"200 Fifth Avenue New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7420200%2C-73.989927,1296,(212) 937-8910,Italian,$30 and under,Italian,40.7419931,-73.9899357,food_review,4
Serra by Birreria,"200 Fifth Avenue New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7420200%2C-73.989927,1296,(212) 937-8910,Italian,$30 and under,Italian,40.7419931,-73.9899357,service_review,3.7
Serra by Birreria,"200 Fifth Avenue New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7420200%2C-73.989927,1296,(212) 937-8910,Italian,$30 and under,Italian,40.7419931,-73.9899357,ambience_review,4.4
Serra by Birreria,"200 Fifth Avenue New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7420200%2C-73.989927,1296,(212) 937-8910,Italian,$30 and under,Italian,40.7419931,-73.9899357,value_review,3.5
GAONNURI,"1250 BROADWAY 39th Floor New York, NY  10001",//www.google.com/maps/search/?api=1&query=40.7481350%2C-73.988038,1830,(212) 971-9045,Korean,$31 to $50,Japanese & Koren,40.7476831,-73.9878697,average_review,4.5183
GAONNURI,"1250 BROADWAY 39th Floor New York, NY  10001",//www.google.com/maps/search/?api=1&query=40.7481350%2C-73.988038,1830,(212) 971-9045,Korean,$31 to $50,Japanese & Koren,40.7476831,-73.9878697,food_review,4.4
GAONNURI,"1250 BROADWAY 39th Floor New York, NY  10001",//www.google.com/maps/search/?api=1&query=40.7481350%2C-73.988038,1830,(212) 971-9045,Korean,$31 to $50,Japanese & Koren,40.7476831,-73.9878697,service_review,4.3
GAONNURI,"1250 BROADWAY 39th Floor New York, NY  10001",//www.google.com/maps/search/?api=1&query=40.7481350%2C-73.988038,1830,(212) 971-9045,Korean,$31 to $50,Japanese & Koren,40.7476831,-73.9878697,ambience_review,4.6
GAONNURI,"1250 BROADWAY 39th Floor New York, NY  10001",//www.google.com/maps/search/?api=1&query=40.7481350%2C-73.988038,1830,(212) 971-9045,Korean,$31 to $50,Japanese & Koren,40.7476831,-73.9878697,value_review,4
Obao,"647 9th Avenue New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7606000%2C-73.991223,1702,(212) 245-8880,Thai,$31 to $50,Southeast Asian,40.7606544,-73.991332,average_review,4.31702
Obao,"647 9th Avenue New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7606000%2C-73.991223,1702,(212) 245-8880,Thai,$31 to $50,Southeast Asian,40.7606544,-73.991332,food_review,4.3
Obao,"647 9th Avenue New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7606000%2C-73.991223,1702,(212) 245-8880,Thai,$31 to $50,Southeast Asian,40.7606544,-73.991332,service_review,4.2
Obao,"647 9th Avenue New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7606000%2C-73.991223,1702,(212) 245-8880,Thai,$31 to $50,Southeast Asian,40.7606544,-73.991332,ambience_review,4.2
Obao,"647 9th Avenue New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7606000%2C-73.991223,1702,(212) 245-8880,Thai,$31 to $50,Southeast Asian,40.7606544,-73.991332,value_review,4.2
Remi,"145 West 53rd Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7624290%2C-73.980349,2206,(212) 581-4242,Italian,$31 to $50,Italian,40.7622408,-73.9798689,average_review,4.52206
Remi,"145 West 53rd Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7624290%2C-73.980349,2206,(212) 581-4242,Italian,$31 to $50,Italian,40.7622408,-73.9798689,food_review,4.5
Remi,"145 West 53rd Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7624290%2C-73.980349,2206,(212) 581-4242,Italian,$31 to $50,Italian,40.7622408,-73.9798689,service_review,4.4
Remi,"145 West 53rd Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7624290%2C-73.980349,2206,(212) 581-4242,Italian,$31 to $50,Italian,40.7622408,-73.9798689,ambience_review,4.5
Remi,"145 West 53rd Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7624290%2C-73.980349,2206,(212) 581-4242,Italian,$31 to $50,Italian,40.7622408,-73.9798689,value_review,4.1
Glass House Tavern,"252 West 47th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7598310%2C-73.986685,3642,(212) 730-4800,Contemporary American,$31 to $50,Contemporary American,40.759833,-73.986698,average_review,4.33642
Glass House Tavern,"252 West 47th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7598310%2C-73.986685,3642,(212) 730-4800,Contemporary American,$31 to $50,Contemporary American,40.759833,-73.986698,food_review,4.3
Glass House Tavern,"252 West 47th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7598310%2C-73.986685,3642,(212) 730-4800,Contemporary American,$31 to $50,Contemporary American,40.759833,-73.986698,service_review,4.4
Glass House Tavern,"252 West 47th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7598310%2C-73.986685,3642,(212) 730-4800,Contemporary American,$31 to $50,Contemporary American,40.759833,-73.986698,ambience_review,4.1
Glass House Tavern,"252 West 47th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7598310%2C-73.986685,3642,(212) 730-4800,Contemporary American,$31 to $50,Contemporary American,40.759833,-73.986698,value_review,4
Dos Caminos - Third Avenue,"825 Third Avenue at 50th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7564780%2C-73.970271,2396,(212) 336-5400,Mexican,$31 to $50,Mexican,40.7558722,-73.9701462,average_review,4.32396
Dos Caminos - Third Avenue,"825 Third Avenue at 50th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7564780%2C-73.970271,2396,(212) 336-5400,Mexican,$31 to $50,Mexican,40.7558722,-73.9701462,food_review,4.1
Dos Caminos - Third Avenue,"825 Third Avenue at 50th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7564780%2C-73.970271,2396,(212) 336-5400,Mexican,$31 to $50,Mexican,40.7558722,-73.9701462,service_review,3.8
Dos Caminos - Third Avenue,"825 Third Avenue at 50th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7564780%2C-73.970271,2396,(212) 336-5400,Mexican,$31 to $50,Mexican,40.7558722,-73.9701462,ambience_review,4
Dos Caminos - Third Avenue,"825 Third Avenue at 50th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7564780%2C-73.970271,2396,(212) 336-5400,Mexican,$31 to $50,Mexican,40.7558722,-73.9701462,value_review,3.7
Stella 34 Trattoria,"Macy’s at Herald Square 151 West 34th Street New York, NY  10001",//www.google.com/maps/search/?api=1&query=40.7501240%2C-73.988318,1973,(212) 967-9251,Italian,$30 and under,Italian,40.7507815,-73.9889593,average_review,4.41973
Stella 34 Trattoria,"Macy’s at Herald Square 151 West 34th Street New York, NY  10001",//www.google.com/maps/search/?api=1&query=40.7501240%2C-73.988318,1973,(212) 967-9251,Italian,$30 and under,Italian,40.7507815,-73.9889593,food_review,4.4
Stella 34 Trattoria,"Macy’s at Herald Square 151 West 34th Street New York, NY  10001",//www.google.com/maps/search/?api=1&query=40.7501240%2C-73.988318,1973,(212) 967-9251,Italian,$30 and under,Italian,40.7507815,-73.9889593,service_review,4.3
Stella 34 Trattoria,"Macy’s at Herald Square 151 West 34th Street New York, NY  10001",//www.google.com/maps/search/?api=1&query=40.7501240%2C-73.988318,1973,(212) 967-9251,Italian,$30 and under,Italian,40.7507815,-73.9889593,ambience_review,4.3
Stella 34 Trattoria,"Macy’s at Herald Square 151 West 34th Street New York, NY  10001",//www.google.com/maps/search/?api=1&query=40.7501240%2C-73.988318,1973,(212) 967-9251,Italian,$30 and under,Italian,40.7507815,-73.9889593,value_review,4
MR CHOW - 57th,"324 East 57th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7588750%2C-73.964281,1710,(212) 751-9030,Chinese,$50 and over,Chinese,40.7587261,-73.9644708,average_review,4.6171
MR CHOW - 57th,"324 East 57th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7588750%2C-73.964281,1710,(212) 751-9030,Chinese,$50 and over,Chinese,40.7587261,-73.9644708,food_review,4.6
MR CHOW - 57th,"324 East 57th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7588750%2C-73.964281,1710,(212) 751-9030,Chinese,$50 and over,Chinese,40.7587261,-73.9644708,service_review,4.6
MR CHOW - 57th,"324 East 57th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7588750%2C-73.964281,1710,(212) 751-9030,Chinese,$50 and over,Chinese,40.7587261,-73.9644708,ambience_review,4.4
MR CHOW - 57th,"324 East 57th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7588750%2C-73.964281,1710,(212) 751-9030,Chinese,$50 and over,Chinese,40.7587261,-73.9644708,value_review,4
Casa Lever,"390 Park Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7595780%2C-73.97239,1092,(212) 888-2700,Italian,$50 and over,Italian,40.7597285,-73.9729477,average_review,4.71092
Casa Lever,"390 Park Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7595780%2C-73.97239,1092,(212) 888-2700,Italian,$50 and over,Italian,40.7597285,-73.9729477,food_review,4.6
Casa Lever,"390 Park Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7595780%2C-73.97239,1092,(212) 888-2700,Italian,$50 and over,Italian,40.7597285,-73.9729477,service_review,4.6
Casa Lever,"390 Park Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7595780%2C-73.97239,1092,(212) 888-2700,Italian,$50 and over,Italian,40.7597285,-73.9729477,ambience_review,4.6
Casa Lever,"390 Park Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7595780%2C-73.97239,1092,(212) 888-2700,Italian,$50 and over,Italian,40.7597285,-73.9729477,value_review,4.1
Jams - NYC,"1414 6th Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7648320%2C-73.976823,471,(212) 703-2007,American,$30 and under,American,40.7647578,-73.9765408,average_review,4.4471
Jams - NYC,"1414 6th Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7648320%2C-73.976823,471,(212) 703-2007,American,$30 and under,American,40.7647578,-73.9765408,food_review,4.2
Jams - NYC,"1414 6th Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7648320%2C-73.976823,471,(212) 703-2007,American,$30 and under,American,40.7647578,-73.9765408,service_review,4.2
Jams - NYC,"1414 6th Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7648320%2C-73.976823,471,(212) 703-2007,American,$30 and under,American,40.7647578,-73.9765408,ambience_review,4.3
Jams - NYC,"1414 6th Avenue New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7648320%2C-73.976823,471,(212) 703-2007,American,$30 and under,American,40.7647578,-73.9765408,value_review,3.8
Ousia,"629 W 57th St New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7714850%2C-73.994053,383,(212) 333-2000,Mediterranean,$31 to $50,Mediterranean,40.7709893,-73.9925681,average_review,4.5383
Ousia,"629 W 57th St New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7714850%2C-73.994053,383,(212) 333-2000,Mediterranean,$31 to $50,Mediterranean,40.7709893,-73.9925681,food_review,4.4
Ousia,"629 W 57th St New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7714850%2C-73.994053,383,(212) 333-2000,Mediterranean,$31 to $50,Mediterranean,40.7709893,-73.9925681,service_review,4.4
Ousia,"629 W 57th St New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7714850%2C-73.994053,383,(212) 333-2000,Mediterranean,$31 to $50,Mediterranean,40.7709893,-73.9925681,ambience_review,4.5
Ousia,"629 W 57th St New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7714850%2C-73.994053,383,(212) 333-2000,Mediterranean,$31 to $50,Mediterranean,40.7709893,-73.9925681,value_review,4.1
Rosa Mexicano - First Avenue,"1063 1st Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7589250%2C-73.962759,2015,(212) 753-7407,Mexican,$31 to $50,Mexican,40.7589658,-73.9627039,average_review,4.52015
Rosa Mexicano - First Avenue,"1063 1st Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7589250%2C-73.962759,2015,(212) 753-7407,Mexican,$31 to $50,Mexican,40.7589658,-73.9627039,food_review,4.4
Rosa Mexicano - First Avenue,"1063 1st Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7589250%2C-73.962759,2015,(212) 753-7407,Mexican,$31 to $50,Mexican,40.7589658,-73.9627039,service_review,4.3
Rosa Mexicano - First Avenue,"1063 1st Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7589250%2C-73.962759,2015,(212) 753-7407,Mexican,$31 to $50,Mexican,40.7589658,-73.9627039,ambience_review,4.2
Rosa Mexicano - First Avenue,"1063 1st Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7589250%2C-73.962759,2015,(212) 753-7407,Mexican,$31 to $50,Mexican,40.7589658,-73.9627039,value_review,4.1
Red Cat,"227 Tenth Avenue New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7479920%2C-74.00417,3209,(212) 242-1308,American,$31 to $50,American,40.7481259,-74.0041907,average_review,4.73209
Red Cat,"227 Tenth Avenue New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7479920%2C-74.00417,3209,(212) 242-1308,American,$31 to $50,American,40.7481259,-74.0041907,food_review,4.6
Red Cat,"227 Tenth Avenue New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7479920%2C-74.00417,3209,(212) 242-1308,American,$31 to $50,American,40.7481259,-74.0041907,service_review,4.7
Red Cat,"227 Tenth Avenue New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7479920%2C-74.00417,3209,(212) 242-1308,American,$31 to $50,American,40.7481259,-74.0041907,ambience_review,4.5
Red Cat,"227 Tenth Avenue New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7479920%2C-74.00417,3209,(212) 242-1308,American,$31 to $50,American,40.7481259,-74.0041907,value_review,4.3
Ruth's Chris Steak House - New York City - Midtown,"148 West 51st Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7614000%2C-73.9821,4233,(212) 245-9600,Steakhouse,$31 to $50,Steakhouse,40.7613323,-73.9821595,average_review,4.54233
Ruth's Chris Steak House - New York City - Midtown,"148 West 51st Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7614000%2C-73.9821,4233,(212) 245-9600,Steakhouse,$31 to $50,Steakhouse,40.7613323,-73.9821595,food_review,4.6
Ruth's Chris Steak House - New York City - Midtown,"148 West 51st Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7614000%2C-73.9821,4233,(212) 245-9600,Steakhouse,$31 to $50,Steakhouse,40.7613323,-73.9821595,service_review,4.5
Ruth's Chris Steak House - New York City - Midtown,"148 West 51st Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7614000%2C-73.9821,4233,(212) 245-9600,Steakhouse,$31 to $50,Steakhouse,40.7613323,-73.9821595,ambience_review,4.4
Ruth's Chris Steak House - New York City - Midtown,"148 West 51st Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7614000%2C-73.9821,4233,(212) 245-9600,Steakhouse,$31 to $50,Steakhouse,40.7613323,-73.9821595,value_review,4.1
Sea Fire Grill,"158 East 48th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7548880%2C-73.972435,1734,(212) 935-3785,Seafood,$31 to $50,Seafood,40.7546919,-73.9722216,average_review,4.61734
Sea Fire Grill,"158 East 48th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7548880%2C-73.972435,1734,(212) 935-3785,Seafood,$31 to $50,Seafood,40.7546919,-73.9722216,food_review,4.6
Sea Fire Grill,"158 East 48th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7548880%2C-73.972435,1734,(212) 935-3785,Seafood,$31 to $50,Seafood,40.7546919,-73.9722216,service_review,4.6
Sea Fire Grill,"158 East 48th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7548880%2C-73.972435,1734,(212) 935-3785,Seafood,$31 to $50,Seafood,40.7546919,-73.9722216,ambience_review,4.4
Sea Fire Grill,"158 East 48th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7548880%2C-73.972435,1734,(212) 935-3785,Seafood,$31 to $50,Seafood,40.7546919,-73.9722216,value_review,4.1
Blue Water Grill,"31 Union Square West at 16th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7365330%2C-73.990786,5011,(212) 675-9500,Seafood,$31 to $50,Seafood,40.7368125,-73.9911064,average_review,4.55011
Blue Water Grill,"31 Union Square West at 16th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7365330%2C-73.990786,5011,(212) 675-9500,Seafood,$31 to $50,Seafood,40.7368125,-73.9911064,food_review,4.4
